ISIN,종목코드,구성종목코드,구성종목명,현재가,구성금액,평가금액,비중
KR7251600003,251600,005940,NH투자증권,28750,32228750,31780350,2.9
KR7251600003,251600,029780,삼성카드,48550,30732150,29687700,2.77
KR7251600003,251600,086790,하나금융지주,133000,30723000,30261000,2.77
KR7251600003,251600,000270,기아,141700,30182100,29266200,2.72
KR7251600003,251600,030000,제일기획,18980,29058380,28645010,2.62
KR7251600003,251600,030200,KT,53400,26860200,26407500,2.42
KR7251600003,251600,009540,HD한국조선해양,386000,26248000,25262000,2.37
KR7251600003,251600,175330,JB금융지주,28000,25368000,26591100,2.29
KR7251600003,251600,000810,삼성화재,615000,24600000,24440000,2.22
KR7251600003,251600,016360,삼성증권,93000,23343000,23217500,2.1
KR7251600003,251600,071050,한국금융지주,204000,21012000,20569100,1.89
KR7251600003,251600,035250,강원랜드,14590,20105020,19760520,1.81
KR7251600003,251600,138930,BNK금융지주,15130,19336140,18978300,1.74
KR7251600003,251600,033780,KT&G,176000,18832000,18596600,1.7
KR7251600003,251600,017670,SK텔레콤,100500,18291000,16580200,1.65
KR7251600003,251600,032640,LG유플러스,15060,17303940,16890300,1.56
KR7251600003,251600,039490,키움증권,300500,17128500,16929000,1.54
KR7251600003,251600,477050,PLUS 머니마켓액티브,53450,16569500,16569500,1.49
KR7251600003,251600,003690,코리안리,15290,15779280,15139440,1.42
KR7251600003,251600,001120,LX인터내셔널,37800,14968800,14889600,1.35
KR70057H0007,0057H0,429760,PLUS 미국S&P500,20395,172174590,171341432,83.6
KR70057H0007,0057H0,Q530112,삼성 S&P500 TR ETN,20305,33767215,33589034,16.4
KR70098N0000,0098N0,138040,메리츠금융지주,116700,35593500,36173000,5.52
KR70098N0000,0098N0,011200,HMM,21250,34722500,34395700,5.39
KR70098N0000,0098N0,105560,KB금융,168500,32857500,32779500,5.1
KR70098N0000,0098N0,055550,신한지주,107400,32649600,32406400,5.07
KR70098N0000,0098N0,086790,하나금융지주,133000,31122000,30654000,4.83
KR70098N0000,0098N0,081660,미스토홀딩스,42500,30302500,30587700,4.7
KR70098N0000,0098N0,316140,우리금융지주,33700,28577600,28238400,4.44
KR70098N0000,0098N0,175330,JB금융지주,28000,27132000,28440150,4.21
KR70098N0000,0098N0,005830,DB손해보험,176800,26873600,25323200,4.17
KR70098N0000,0098N0,033780,KT&G,176000,26576000,26243800,4.12
KR70098N0000,0098N0,000270,기아,141700,24939200,24182400,3.87
KR70098N0000,0098N0,030200,KT,53400,24884400,24465000,3.86
KR70098N0000,0098N0,078930,GS,117000,23166000,21265200,3.6
KR70098N0000,0098N0,024110,기업은행,20400,22664400,22220000,3.52
KR70098N0000,0098N0,005940,NH투자증권,28750,21102500,20808900,3.28
KR70098N0000,0098N0,021240,코웨이,98200,21014800,20800800,3.26
KR70098N0000,0098N0,029780,삼성카드,48550,19177250,18525500,2.98
KR70098N0000,0098N0,138930,BNK금융지주,15130,18640160,18295200,2.89
KR70098N0000,0098N0,031210,서울보증보험,44900,17466100,16999300,2.71
KR70098N0000,0098N0,035250,강원랜드,14590,16953580,16663080,2.63
KR70098N0000,0098N0,016360,삼성증권,93000,16182000,16095000,2.51
KR70098N0000,0098N0,006120,SK디스커버리,52700,16020800,15777600,2.49
KR70098N0000,0098N0,030000,제일기획,18980,15373800,15155100,2.39
KR70098N0000,0098N0,139130,iM금융지주,17470,15338660,14899660,2.38
KR70098N0000,0098N0,300720,한일시멘트,14900,13380200,13056920,2.08
KR70098N0000,0098N0,071320,지역난방공사,76400,11842000,11563000,1.84
KR70098N0000,0098N0,294870,IPARK현대산업개발,22100,11381500,11227000,1.77
KR70098N0000,0098N0,017800,현대엘리베이터,72500,10657500,10569300,1.65
KR70098N0000,0098N0,001800,오리온홀딩스,26800,9648000,9486000,1.5
KR70098N0000,0098N0,001120,LX인터내셔널,37800,8051400,8008800,1.25
KR7495040008,495040,000660,SK하이닉스,1645000,301035000,291519000,18.5
KR7495040008,495040,005930,삼성전자,274500,278343000,271752000,17.11
KR7495040008,495040,402340,SK스퀘어,1154000,140788000,136274000,8.65
KR7495040008,495040,005380,현대차,453000,81993000,75748500,5.04
KR7495040008,495040,105560,KB금융,168500,67905500,67744300,4.17
KR7495040008,495040,055550,신한지주,107400,57996000,57564000,3.56
KR7495040008,495040,012450,한화에어로스페이스,1160000,49880000,50955000,3.07
KR7495040008,495040,000270,기아,141700,45910800,44517600,2.82
KR7495040008,495040,012330,현대모비스,547000,45401000,42413000,2.79
KR7495040008,495040,086790,하나금융지주,133000,43890000,43230000,2.7
KR7495040008,495040,316140,우리금융지주,33700,30228900,29870100,1.86
KR7495040008,495040,267260,HD현대일렉트릭,803000,24090000,23550000,1.48
KR7495040008,495040,000810,삼성화재,615000,23985000,23829000,1.47
KR7495040008,495040,009540,HD한국조선해양,386000,23932000,23033000,1.47
KR7495040008,495040,329180,HD현대중공업,510000,22440000,21824000,1.38
KR7495040008,495040,033780,KT&G,176000,20944000,20682200,1.29
KR7495040008,495040,017670,SK텔레콤,100500,19899000,18037800,1.22
KR7495040008,495040,030200,KT,53400,15646200,15382500,0.96
KR7495040008,495040,079550,LIG디펜스앤에어로스페이스,815000,14670000,15066000,0.9
KR7495040008,495040,267250,HD현대,235500,14130000,13740000,0.87
KR7495040008,495040,047810,한국항공우주,146400,13761600,14212800,0.85
KR7495040008,495040,006800,미래에셋증권,37650,13516350,13659950,0.83
KR7495040008,495040,278470,에이피알,390500,12886500,13183500,0.79
KR7495040008,495040,042700,한미반도체,229000,12824000,12656000,0.79
KR7495040008,495040,011070,LG이노텍,654000,12426000,11685000,0.76
KR7495040008,495040,138040,메리츠금융지주,116700,11436600,11622800,0.7
KR7495040008,495040,071050,한국금융지주,204000,11016000,10783800,0.68
KR7495040008,495040,028050,삼성E&A,49800,10458000,10290000,0.64
KR7495040008,495040,086280,현대글로비스,211000,10339000,10020500,0.64
KR7495040008,495040,005830,DB손해보험,176800,9547200,8996400,0.59
KR70132K0001,0132K0,298340,PLUS 국채선물3년,56515,25205690,25220071,83.76
KR70132K0001,0132K0,114100,RISE 국고채3년,106670,1920060,1982521,6.38
KR70132K0001,0132K0,114820,TIGER 국채3년,105110,1156210,1172563,3.84
KR70132K0001,0132K0,114460,ACE 국고채3년,100730,1108030,1123883,3.68
KR70132K0001,0132K0,438560,SOL 국고채3년,100435,703045,747281,2.34
KR7290080001,290080,005830,DB손해보험,176800,12729600,11995200,3.67
KR7290080001,290080,078930,GS,117000,12285000,11277000,3.55
KR7290080001,290080,029780,삼성카드,48550,10583900,10224200,3.06
KR7290080001,290080,030000,제일기획,18980,10135320,9991140,2.93
KR7290080001,290080,316140,우리금융지주,33700,10076300,9956700,2.91
KR7290080001,290080,175330,JB금융지주,28000,10052000,10536650,2.9
KR7290080001,290080,024110,기업은행,20400,10036800,9840000,2.9
