ISIN,기준일,섹터코드,섹터명,ETF비중,시장비중,시장대비,종목명_세이브로
KR7289480006,20260813,FGSC.25,경기소비재,5.3223,6.12,-.79,미래에셋TIGER200커버드콜증권상장지수투자신탁(주식-파생형)
KR7289480006,20260813,FGSC.30,필수소비재,1.7288,1.91,-.18,미래에셋TIGER200커버드콜증권상장지수투자신탁(주식-파생형)
KR7289480006,20260813,FGSC.35,의료,2.171,5.15,-2.98,미래에셋TIGER200커버드콜증권상장지수투자신탁(주식-파생형)
KR7289480006,20260813,FGSC.40,금융,7.7343,7.56,.17,미래에셋TIGER200커버드콜증권상장지수투자신탁(주식-파생형)
KR7289480006,20260813,FGSC.45,IT,66.6795,59.71,6.97,미래에셋TIGER200커버드콜증권상장지수투자신탁(주식-파생형)
KR7289480006,20260813,FGSC.50,통신서비스,.8212,.66,.16,미래에셋TIGER200커버드콜증권상장지수투자신탁(주식-파생형)
KR7289480006,20260813,FGSC.55,유틸리티,.3997,.5,-.1,미래에셋TIGER200커버드콜증권상장지수투자신탁(주식-파생형)
KR7228820007,20260813,FGSC.10,에너지,.7067,2,-1.3,미래에셋TIGERKTOP30증권상장지수투자신탁(주식)
KR7228820007,20260813,FGSC.15,소재,3.467,2.8,.67,미래에셋TIGERKTOP30증권상장지수투자신탁(주식)
KR7228820007,20260813,FGSC.20,산업재,12.0559,13.59,-1.53,미래에셋TIGERKTOP30증권상장지수투자신탁(주식)
KR7228820007,20260813,FGSC.25,경기소비재,7.2089,6.12,1.09,미래에셋TIGERKTOP30증권상장지수투자신탁(주식)
KR7228820007,20260813,FGSC.30,필수소비재,.7835,1.91,-1.12,미래에셋TIGERKTOP30증권상장지수투자신탁(주식)
KR7228820007,20260813,FGSC.35,의료,3.5562,5.15,-1.6,미래에셋TIGERKTOP30증권상장지수투자신탁(주식)
KR7228820007,20260813,FGSC.40,금융,7.1407,7.56,-.42,미래에셋TIGERKTOP30증권상장지수투자신탁(주식)
KR7228820007,20260813,FGSC.45,IT,62.5559,59.71,2.85,미래에셋TIGERKTOP30증권상장지수투자신탁(주식)
KR7228820007,20260813,FGSC.50,통신서비스,2.5251,.66,1.86,미래에셋TIGERKTOP30증권상장지수투자신탁(주식)
KR7228820007,,FGSC.55,유틸리티,,,,
KR7463250001,,FGSC.10,에너지,,,,
KR7463250001,20260813,FGSC.15,소재,3.652,2.8,.85,미래에셋TIGERK방산&우주증권상장지수투자신탁(주식)
KR7463250001,20260813,FGSC.20,산업재,94.3703,13.59,80.78,미래에셋TIGERK방산&우주증권상장지수투자신탁(주식)
KR7463250001,,FGSC.25,경기소비재,,,,
KR7463250001,,FGSC.30,필수소비재,,,,
KR7463250001,,FGSC.35,의료,,,,
KR7463250001,,FGSC.40,금융,,,,
KR7463250001,20260813,FGSC.45,IT,1.9777,59.71,-57.73,미래에셋TIGERK방산&우주증권상장지수투자신탁(주식)
KR7463250001,,FGSC.50,통신서비스,,,,
KR7463250001,,FGSC.55,유틸리티,,,,
KR7225060003,,FGSC.10,에너지,,,,
KR7225060003,,FGSC.15,소재,,,,
KR7225060003,,FGSC.20,산업재,,,,
KR7225060003,,FGSC.25,경기소비재,,,,
KR7225060003,,FGSC.30,필수소비재,,,,
KR7225060003,,FGSC.35,의료,,,,
KR7225060003,,FGSC.40,금융,,,,
KR7225060003,,FGSC.45,IT,,,,
KR7225060003,,FGSC.50,통신서비스,,,,
KR7225060003,,FGSC.55,유틸리티,,,,
KR7182480004,,FGSC.10,에너지,,,,
KR7182480004,,FGSC.15,소재,,,,
KR7182480004,,FGSC.20,산업재,,,,
KR7182480004,,FGSC.25,경기소비재,,,,
KR7182480004,,FGSC.30,필수소비재,,,,
KR7182480004,,FGSC.35,의료,,,,
KR7182480004,,FGSC.40,금융,,,,
KR7182480004,,FGSC.45,IT,,,,
KR7182480004,,FGSC.50,통신서비스,,,,
KR7182480004,,FGSC.55,유틸리티,,,,
KR7225040005,,FGSC.10,에너지,,,,
KR7225040005,,FGSC.15,소재,,,,
KR7225040005,,FGSC.20,산업재,,,,
KR7225040005,,FGSC.25,경기소비재,,,,
KR7225040005,,FGSC.30,필수소비재,,,,
KR7225040005,,FGSC.35,의료,,,,
KR7225040005,,FGSC.40,금융,,,,
KR7225040005,,FGSC.45,IT,,,,
KR7225040005,,FGSC.50,통신서비스,,,,
KR7225040005,,FGSC.55,유틸리티,,,,
KR7225030006,,FGSC.10,에너지,,,,
KR7225030006,,FGSC.15,소재,,,,
KR7225030006,,FGSC.20,산업재,,,,
KR7225030006,,FGSC.25,경기소비재,,,,
KR7225030006,,FGSC.30,필수소비재,,,,
KR7225030006,,FGSC.35,의료,,,,
KR7225030006,,FGSC.40,금융,,,,
KR7225030006,,FGSC.45,IT,,,,
KR7225030006,,FGSC.50,통신서비스,,,,
KR7225030006,,FGSC.55,유틸리티,,,,
KR7451530000,,FGSC.10,에너지,,,,
KR7451530000,,FGSC.15,소재,,,,
KR7451530000,,FGSC.20,산업재,,,,
KR7451530000,,FGSC.25,경기소비재,,,,
KR7451530000,,FGSC.30,필수소비재,,,,
KR7451530000,,FGSC.35,의료,,,,
KR7451530000,,FGSC.40,금융,,,,
KR7451530000,,FGSC.45,IT,,,,
KR7451530000,,FGSC.50,통신서비스,,,,
KR7451530000,,FGSC.55,유틸리티,,,,
KR7491010005,,FGSC.10,에너지,,,,
KR7491010005,,FGSC.15,소재,,,,
KR7491010005,,FGSC.20,산업재,,,,
KR7491010005,,FGSC.25,경기소비재,,,,
KR7491010005,,FGSC.30,필수소비재,,,,
KR7491010005,,FGSC.35,의료,,,,
KR7491010005,,FGSC.40,금융,,,,
KR7491010005,,FGSC.45,IT,,,,
KR7491010005,,FGSC.50,통신서비스,,,,
KR7491010005,,FGSC.55,유틸리티,,,,
KR7412770000,,FGSC.10,에너지,,,,
KR7412770000,,FGSC.15,소재,,,,
KR7412770000,,FGSC.20,산업재,,,,
KR7412770000,,FGSC.25,경기소비재,,,,
KR7412770000,,FGSC.30,필수소비재,,,,
KR7412770000,,FGSC.35,의료,,,,
KR7412770000,,FGSC.40,금융,,,,
KR7412770000,,FGSC.45,IT,,,,
KR7412770000,,FGSC.50,통신서비스,,,,
KR7412770000,,FGSC.55,유틸리티,,,,
KR7203780002,,FGSC.10,에너지,,,,
KR7203780002,,FGSC.15,소재,,,,
KR7203780002,,FGSC.20,산업재,,,,
KR7203780002,,FGSC.25,경기소비재,,,,
KR7203780002,,FGSC.30,필수소비재,,,,
KR7203780002,,FGSC.35,의료,,,,
KR7203780002,,FGSC.40,금융,,,,
KR7203780002,,FGSC.45,IT,,,,
KR7203780002,,FGSC.50,통신서비스,,,,
KR7203780002,,FGSC.55,유틸리티,,,,
KR7182490003,,FGSC.10,에너지,,,,
KR7182490003,,FGSC.15,소재,,,,
KR7182490003,,FGSC.20,산업재,,,,
KR7182490003,,FGSC.25,경기소비재,,,,
KR7182490003,,FGSC.30,필수소비재,,,,
KR7182490003,,FGSC.35,의료,,,,
KR7182490003,,FGSC.40,금융,,,,
KR7182490003,,FGSC.45,IT,,,,
KR7182490003,,FGSC.50,통신서비스,,,,
KR7182490003,,FGSC.55,유틸리티,,,,
KR7174350009,20260813,FGSC.10,에너지,3.0508,2,1.05,미래에셋 TIGER 로우볼 증권상장지수투자신탁(주식)
KR7174350009,,FGSC.15,소재,,,,
KR7174350009,20260813,FGSC.20,산업재,5.1861,13.59,-8.4,미래에셋 TIGER 로우볼 증권상장지수투자신탁(주식)
KR7174350009,20260813,FGSC.25,경기소비재,20.8801,6.12,14.76,미래에셋 TIGER 로우볼 증권상장지수투자신탁(주식)
KR7174350009,20260813,FGSC.30,필수소비재,26.023,1.91,24.12,미래에셋 TIGER 로우볼 증권상장지수투자신탁(주식)
KR7174350009,20260813,FGSC.35,의료,4.791,5.15,-.36,미래에셋 TIGER 로우볼 증권상장지수투자신탁(주식)
KR7174350009,20260813,FGSC.40,금융,30.4854,7.56,22.93,미래에셋 TIGER 로우볼 증권상장지수투자신탁(주식)
KR7174350009,20260813,FGSC.45,IT,1.9477,59.71,-57.76,미래에셋 TIGER 로우볼 증권상장지수투자신탁(주식)
KR7174350009,20260813,FGSC.50,통신서비스,7.636,.66,6.97,미래에셋 TIGER 로우볼 증권상장지수투자신탁(주식)
KR7174350009,,FGSC.55,유틸리티,,,,
KR7275980001,,FGSC.10,에너지,,,,
KR7275980001,,FGSC.15,소재,,,,
KR7275980001,,FGSC.20,산업재,,,,
KR7275980001,,FGSC.25,경기소비재,,,,
KR7275980001,,FGSC.30,필수소비재,,,,
KR7275980001,,FGSC.35,의료,,,,
KR7275980001,,FGSC.40,금융,,,,
KR7275980001,,FGSC.45,IT,,,,
KR7275980001,,FGSC.50,통신서비스,,,,
KR7275980001,,FGSC.55,유틸리티,,,,
KR7476550009,,FGSC.10,에너지,,,,
KR7476550009,,FGSC.15,소재,,,,
KR7476550009,,FGSC.20,산업재,,,,
KR7476550009,,FGSC.25,경기소비재,,,,
KR7476550009,,FGSC.30,필수소비재,,,,
KR7476550009,,FGSC.35,의료,,,,
KR7476550009,,FGSC.40,금융,,,,
KR7476550009,,FGSC.45,IT,,,,
KR7476550009,,FGSC.50,통신서비스,,,,
KR7476550009,,FGSC.55,유틸리티,,,,
KR7482730009,,FGSC.10,에너지,,,,
KR7482730009,,FGSC.15,소재,,,,
KR7482730009,,FGSC.20,산업재,,,,
KR7482730009,,FGSC.25,경기소비재,,,,
KR7482730009,,FGSC.30,필수소비재,,,,
KR7482730009,,FGSC.35,의료,,,,
KR7482730009,,FGSC.40,금융,,,,
KR7482730009,,FGSC.45,IT,,,,
KR7482730009,,FGSC.50,통신서비스,,,,
KR7482730009,,FGSC.55,유틸리티,,,,
KR7486290000,,FGSC.10,에너지,,,,
KR7486290000,,FGSC.15,소재,,,,
KR7486290000,,FGSC.20,산업재,,,,
KR7486290000,,FGSC.25,경기소비재,,,,
KR7486290000,,FGSC.30,필수소비재,,,,
KR7486290000,,FGSC.35,의료,,,,
KR7486290000,,FGSC.40,금융,,,,
KR7486290000,,FGSC.45,IT,,,,
KR7486290000,,FGSC.50,통신서비스,,,,
KR7486290000,,FGSC.55,유틸리티,,,,
KR7458760006,,FGSC.10,에너지,,,,
KR7458760006,,FGSC.15,소재,,,,
KR7458760006,,FGSC.20,산업재,,,,
KR7458760006,,FGSC.25,경기소비재,,,,
KR7458760006,,FGSC.30,필수소비재,,,,
KR7458760006,,FGSC.35,의료,,,,
KR7458760006,,FGSC.40,금융,,,,
KR7458760006,,FGSC.45,IT,,,,
KR7458760006,,FGSC.50,통신서비스,,,,
KR7458760006,,FGSC.55,유틸리티,,,,
KR7474220001,,FGSC.10,에너지,,,,
KR7474220001,,FGSC.15,소재,,,,
KR7474220001,,FGSC.20,산업재,,,,
KR7474220001,,FGSC.25,경기소비재,,,,
KR7474220001,,FGSC.30,필수소비재,,,,
KR7474220001,,FGSC.35,의료,,,,
KR7474220001,,FGSC.40,금융,,,,
KR7474220001,,FGSC.45,IT,,,,
KR7474220001,,FGSC.50,통신서비스,,,,
KR7474220001,,FGSC.55,유틸리티,,,,
KR7211560008,20260813,FGSC.10,에너지,3.1627,2,1.16,미래에셋TIGER배당성장증권상장지수투자신탁(주식)
KR7211560008,20260813,FGSC.15,소재,2.5592,2.8,-.24,미래에셋TIGER배당성장증권상장지수투자신탁(주식)
KR7211560008,20260813,FGSC.20,산업재,8.95,13.59,-4.64,미래에셋TIGER배당성장증권상장지수투자신탁(주식)
KR7211560008,20260813,FGSC.25,경기소비재,14.661,6.12,8.55,미래에셋TIGER배당성장증권상장지수투자신탁(주식)
KR7211560008,20260813,FGSC.30,필수소비재,12.364,1.91,10.46,미래에셋TIGER배당성장증권상장지수투자신탁(주식)
KR7211560008,20260813,FGSC.35,의료,1.5902,5.15,-3.56,미래에셋TIGER배당성장증권상장지수투자신탁(주식)
KR7211560008,20260813,FGSC.40,금융,50.4541,7.56,42.89,미래에셋TIGER배당성장증권상장지수투자신탁(주식)
KR7211560008,20260813,FGSC.45,IT,3.0294,59.71,-56.68,미래에셋TIGER배당성장증권상장지수투자신탁(주식)
KR7211560008,20260813,FGSC.50,통신서비스,3.2295,.66,2.57,미래에셋TIGER배당성장증권상장지수투자신탁(주식)
KR7211560008,,FGSC.55,유틸리티,,,,
KR7472150002,20260813,FGSC.10,에너지,1.4316,2,-.57,미래에셋TIGER배당커버드콜액티브증권상장지수투자신탁(주식)
KR7472150002,20260813,FGSC.15,소재,1.8823,2.8,-.92,미래에셋TIGER배당커버드콜액티브증권상장지수투자신탁(주식)
KR7472150002,20260813,FGSC.20,산업재,11.2966,13.59,-2.29,미래에셋TIGER배당커버드콜액티브증권상장지수투자신탁(주식)
KR7472150002,20260813,FGSC.25,경기소비재,4.7303,6.12,-1.39,미래에셋TIGER배당커버드콜액티브증권상장지수투자신탁(주식)
KR7472150002,20260813,FGSC.30,필수소비재,1.2921,1.91,-.62,미래에셋TIGER배당커버드콜액티브증권상장지수투자신탁(주식)
KR7472150002,20260813,FGSC.35,의료,1.5911,5.15,-3.56,미래에셋TIGER배당커버드콜액티브증권상장지수투자신탁(주식)
KR7472150002,20260813,FGSC.40,금융,8.4367,7.56,.88,미래에셋TIGER배당커버드콜액티브증권상장지수투자신탁(주식)
KR7472150002,20260813,FGSC.45,IT,68.4468,59.71,8.74,미래에셋TIGER배당커버드콜액티브증권상장지수투자신탁(주식)
KR7472150002,20260813,FGSC.50,통신서비스,.8921,.66,.23,미래에셋TIGER배당커버드콜액티브증권상장지수투자신탁(주식)
KR7472150002,,FGSC.55,유틸리티,,,,
KR7438330003,,FGSC.10,에너지,,,,
KR7438330003,,FGSC.15,소재,,,,
KR7438330003,,FGSC.20,산업재,,,,
KR7438330003,,FGSC.25,경기소비재,,,,
KR7438330003,,FGSC.30,필수소비재,,,,
KR7438330003,,FGSC.35,의료,,,,
KR7438330003,,FGSC.40,금융,,,,
KR7438330003,,FGSC.45,IT,,,,
KR7438330003,,FGSC.50,통신서비스,,,,
KR7438330003,,FGSC.55,유틸리티,,,,
KR7217770007,,FGSC.10,에너지,,,,
KR7217770007,,FGSC.15,소재,,,,
KR7217770007,,FGSC.20,산업재,,,,
KR7217770007,,FGSC.25,경기소비재,,,,
KR7217770007,,FGSC.30,필수소비재,,,,
KR7217770007,,FGSC.35,의료,,,,
KR7217770007,,FGSC.40,금융,,,,
KR7217770007,,FGSC.45,IT,,,,
KR7217770007,,FGSC.50,통신서비스,,,,
KR7217770007,,FGSC.55,유틸리티,,,,
KR7225050004,,FGSC.10,에너지,,,,
KR7225050004,,FGSC.15,소재,,,,
KR7225050004,,FGSC.20,산업재,,,,
KR7225050004,,FGSC.25,경기소비재,,,,
KR7225050004,,FGSC.30,필수소비재,,,,
KR7225050004,,FGSC.35,의료,,,,
KR7225050004,,FGSC.40,금융,,,,
KR7225050004,,FGSC.45,IT,,,,
KR7225050004,,FGSC.50,통신서비스,,,,
KR7225050004,,FGSC.55,유틸리티,,,,
KR7195930003,,FGSC.10,에너지,,,,
KR7195930003,,FGSC.15,소재,,,,
KR7195930003,,FGSC.20,산업재,,,,
KR7195930003,,FGSC.25,경기소비재,,,,
KR7195930003,,FGSC.30,필수소비재,,,,
KR7195930003,,FGSC.35,의료,,,,
KR7195930003,,FGSC.40,금융,,,,
KR7195930003,,FGSC.45,IT,,,,
KR7195930003,,FGSC.50,통신서비스,,,,
KR7195930003,,FGSC.55,유틸리티,,,,
KR7195920004,,FGSC.10,에너지,,,,
KR7195920004,,FGSC.15,소재,,,,
KR7195920004,,FGSC.20,산업재,,,,
KR7195920004,,FGSC.25,경기소비재,,,,
KR7195920004,,FGSC.30,필수소비재,,,,
KR7195920004,,FGSC.35,의료,,,,
KR7195920004,,FGSC.40,금융,,,,
KR7195920004,,FGSC.45,IT,,,,
KR7195920004,,FGSC.50,통신서비스,,,,
KR7195920004,,FGSC.55,유틸리티,,,,
KR7451540009,,FGSC.10,에너지,,,,
KR7451540009,,FGSC.15,소재,,,,
KR7451540009,,FGSC.20,산업재,,,,
KR7451540009,,FGSC.25,경기소비재,,,,
KR7451540009,,FGSC.30,필수소비재,,,,
KR7451540009,,FGSC.35,의료,,,,
KR7451540009,,FGSC.40,금융,,,,
KR7451540009,,FGSC.45,IT,,,,
KR7451540009,,FGSC.50,통신서비스,,,,
KR7451540009,,FGSC.55,유틸리티,,,,
KR7204480008,,FGSC.10,에너지,,,,
KR7204480008,,FGSC.15,소재,,,,
KR7204480008,,FGSC.20,산업재,,,,
KR7204480008,,FGSC.25,경기소비재,,,,
KR7204480008,,FGSC.30,필수소비재,,,,
KR7204480008,,FGSC.35,의료,,,,
KR7204480008,,FGSC.40,금융,,,,
KR7204480008,,FGSC.45,IT,,,,
KR7204480008,,FGSC.50,통신서비스,,,,
KR7204480008,,FGSC.55,유틸리티,,,,
KR7217780006,,FGSC.10,에너지,,,,
KR7217780006,,FGSC.15,소재,,,,
KR7217780006,,FGSC.20,산업재,,,,
KR7217780006,,FGSC.25,경기소비재,,,,
KR7217780006,,FGSC.30,필수소비재,,,,
KR7217780006,,FGSC.35,의료,,,,
KR7217780006,,FGSC.40,금융,,,,
KR7217780006,,FGSC.45,IT,,,,
KR7217780006,,FGSC.50,통신서비스,,,,
KR7217780006,,FGSC.55,유틸리티,,,,
KR7192090009,,FGSC.10,에너지,,,,
KR7192090009,,FGSC.15,소재,,,,
KR7192090009,,FGSC.20,산업재,,,,
KR7192090009,,FGSC.25,경기소비재,,,,
KR7192090009,,FGSC.30,필수소비재,,,,
KR7192090009,,FGSC.35,의료,,,,
KR7192090009,,FGSC.40,금융,,,,
KR7192090009,,FGSC.45,IT,,,,
KR7192090009,,FGSC.50,통신서비스,,,,
KR7192090009,,FGSC.55,유틸리티,,,,
KR7210780003,20260813,FGSC.10,에너지,4.3525,2,2.35,미래에셋TIGER코스피고배당증권상장지수투자신탁(주식)
KR7210780003,20260813,FGSC.15,소재,8.7331,2.8,5.93,미래에셋TIGER코스피고배당증권상장지수투자신탁(주식)
KR7210780003,20260813,FGSC.20,산업재,11.8507,13.59,-1.74,미래에셋TIGER코스피고배당증권상장지수투자신탁(주식)
KR7210780003,20260813,FGSC.25,경기소비재,25.3762,6.12,19.26,미래에셋TIGER코스피고배당증권상장지수투자신탁(주식)
KR7210780003,20260813,FGSC.30,필수소비재,5.7875,1.91,3.88,미래에셋TIGER코스피고배당증권상장지수투자신탁(주식)
KR7210780003,,FGSC.35,의료,,,,
KR7210780003,20260813,FGSC.40,금융,38.2127,7.56,30.65,미래에셋TIGER코스피고배당증권상장지수투자신탁(주식)
KR7210780003,,FGSC.45,IT,,,,
KR7210780003,20260813,FGSC.50,통신서비스,4.3964,.66,3.73,미래에셋TIGER코스피고배당증권상장지수투자신탁(주식)
KR7210780003,20260813,FGSC.55,유틸리티,1.2906,.5,.79,미래에셋TIGER코스피고배당증권상장지수투자신탁(주식)
KR7423920008,,FGSC.10,에너지,,,,
KR7423920008,,FGSC.15,소재,,,,
KR7423920008,,FGSC.20,산업재,,,,
KR7423920008,,FGSC.25,경기소비재,,,,
KR7423920008,,FGSC.30,필수소비재,,,,
KR7423920008,,FGSC.35,의료,,,,
KR7423920008,,FGSC.40,금융,,,,
KR7423920008,,FGSC.45,IT,,,,
KR7423920008,,FGSC.50,통신서비스,,,,
KR7423920008,,FGSC.55,유틸리티,,,,
KR70098Z0006,20260813,FGSC.10,에너지,1.3533,2,-.65,브이아이 FOCUS 200 증권 상장지수 투자신탁[주식]
KR70098Z0006,20260813,FGSC.15,소재,2.1192,2.8,-.68,브이아이 FOCUS 200 증권 상장지수 투자신탁[주식]
KR70098Z0006,20260813,FGSC.20,산업재,10.7382,13.59,-2.85,브이아이 FOCUS 200 증권 상장지수 투자신탁[주식]
KR70098Z0006,20260813,FGSC.25,경기소비재,5.2625,6.12,-.85,브이아이 FOCUS 200 증권 상장지수 투자신탁[주식]
KR70098Z0006,20260813,FGSC.30,필수소비재,1.5631,1.91,-.34,브이아이 FOCUS 200 증권 상장지수 투자신탁[주식]
KR70098Z0006,20260813,FGSC.35,의료,1.9416,5.15,-3.21,브이아이 FOCUS 200 증권 상장지수 투자신탁[주식]
KR70098Z0006,20260813,FGSC.40,금융,7.7713,7.56,.21,브이아이 FOCUS 200 증권 상장지수 투자신탁[주식]
KR70098Z0006,20260813,FGSC.45,IT,68.0246,59.71,8.31,브이아이 FOCUS 200 증권 상장지수 투자신탁[주식]
KR70098Z0006,20260813,FGSC.50,통신서비스,.8297,.66,.17,브이아이 FOCUS 200 증권 상장지수 투자신탁[주식]
KR70098Z0006,20260813,FGSC.55,유틸리티,.3961,.5,-.1,브이아이 FOCUS 200 증권 상장지수 투자신탁[주식]
KR70176P0003,,FGSC.10,에너지,,,,
KR70176P0003,,FGSC.15,소재,,,,
KR70176P0003,20260813,FGSC.20,산업재,3.7569,13.59,-9.83,브이아이 FOCUS AI반도체위클리고정커버드콜증권상장지수투자신탁[주식-파생형]
KR70176P0003,,FGSC.25,경기소비재,,,,
KR70176P0003,,FGSC.30,필수소비재,,,,
KR70176P0003,,FGSC.35,의료,,,,
KR70176P0003,,FGSC.40,금융,,,,
KR70176P0003,20260813,FGSC.45,IT,96.2431,59.71,36.53,브이아이 FOCUS AI반도체위클리고정커버드콜증권상장지수투자신탁[주식-파생형]
KR70176P0003,,FGSC.50,통신서비스,,,,
KR70176P0003,,FGSC.55,유틸리티,,,,
KR7448570002,20260813,FGSC.10,에너지,5.2918,2,3.29,브이아이 FOCUS AI코리아 액티브 증권 상장지수 투자신탁[주식]
KR7448570002,20260813,FGSC.15,소재,.2205,2.8,-2.58,브이아이 FOCUS AI코리아 액티브 증권 상장지수 투자신탁[주식]
KR7448570002,20260813,FGSC.20,산업재,16.54,13.59,2.95,브이아이 FOCUS AI코리아 액티브 증권 상장지수 투자신탁[주식]
KR7448570002,20260813,FGSC.25,경기소비재,17.4622,6.12,11.35,브이아이 FOCUS AI코리아 액티브 증권 상장지수 투자신탁[주식]
KR7448570002,,FGSC.30,필수소비재,,,,
KR7448570002,20260813,FGSC.35,의료,5.9932,5.15,.84,브이아이 FOCUS AI코리아 액티브 증권 상장지수 투자신탁[주식]
KR7448570002,20260813,FGSC.40,금융,10.9897,7.56,3.43,브이아이 FOCUS AI코리아 액티브 증권 상장지수 투자신탁[주식]
KR7448570002,20260813,FGSC.45,IT,43.5027,59.71,-16.21,브이아이 FOCUS AI코리아 액티브 증권 상장지수 투자신탁[주식]
KR7448570002,,FGSC.50,통신서비스,,,,
KR7448570002,,FGSC.55,유틸리티,,,,
KR70073X0007,,FGSC.10,에너지,,,,
KR70073X0007,,FGSC.15,소재,,,,
KR70073X0007,,FGSC.20,산업재,,,,
KR70073X0007,,FGSC.25,경기소비재,,,,
KR70073X0007,,FGSC.30,필수소비재,,,,
KR70073X0007,,FGSC.35,의료,,,,
KR70073X0007,,FGSC.40,금융,,,,
KR70073X0007,,FGSC.45,IT,,,,
KR70073X0007,,FGSC.50,통신서비스,,,,
KR70073X0007,,FGSC.55,유틸리티,,,,
KR7285690004,20260813,FGSC.10,에너지,6.9157,2,4.91,브이아이 FOCUS ESG Leaders 150 증권 상장지수 투자신탁[주식]
KR7285690004,20260813,FGSC.15,소재,5.2472,2.8,2.45,브이아이 FOCUS ESG Leaders 150 증권 상장지수 투자신탁[주식]
KR7285690004,20260813,FGSC.20,산업재,21.0218,13.59,7.43,브이아이 FOCUS ESG Leaders 150 증권 상장지수 투자신탁[주식]
KR7285690004,20260813,FGSC.25,경기소비재,9.0203,6.12,2.9,브이아이 FOCUS ESG Leaders 150 증권 상장지수 투자신탁[주식]
KR7285690004,20260813,FGSC.30,필수소비재,5.2565,1.91,3.35,브이아이 FOCUS ESG Leaders 150 증권 상장지수 투자신탁[주식]
KR7285690004,20260813,FGSC.35,의료,4.1093,5.15,-1.04,브이아이 FOCUS ESG Leaders 150 증권 상장지수 투자신탁[주식]
KR7285690004,20260813,FGSC.40,금융,19.9125,7.56,12.35,브이아이 FOCUS ESG Leaders 150 증권 상장지수 투자신탁[주식]
KR7285690004,20260813,FGSC.45,IT,24.4867,59.71,-35.22,브이아이 FOCUS ESG Leaders 150 증권 상장지수 투자신탁[주식]
KR7285690004,20260813,FGSC.50,통신서비스,3.4466,.66,2.78,브이아이 FOCUS ESG Leaders 150 증권 상장지수 투자신탁[주식]
KR7285690004,20260813,FGSC.55,유틸리티,.5835,.5,.09,브이아이 FOCUS ESG Leaders 150 증권 상장지수 투자신탁[주식]
KR7278530001,20260813,FGSC.10,에너지,1.3595,2,-.64,삼성KODEX 200 Total Return 증권상장지수투자신탁[주식]
KR7278530001,20260813,FGSC.15,소재,2.1202,2.8,-.68,삼성KODEX 200 Total Return 증권상장지수투자신탁[주식]
KR7278530001,20260813,FGSC.20,산업재,10.7521,13.59,-2.84,삼성KODEX 200 Total Return 증권상장지수투자신탁[주식]
KR7278530001,20260813,FGSC.25,경기소비재,5.2595,6.12,-.86,삼성KODEX 200 Total Return 증권상장지수투자신탁[주식]
KR7278530001,20260813,FGSC.30,필수소비재,1.5566,1.91,-.35,삼성KODEX 200 Total Return 증권상장지수투자신탁[주식]
KR7278530001,20260813,FGSC.35,의료,1.9534,5.15,-3.2,삼성KODEX 200 Total Return 증권상장지수투자신탁[주식]
KR7278530001,20260813,FGSC.40,금융,7.7602,7.56,.2,삼성KODEX 200 Total Return 증권상장지수투자신탁[주식]
KR7278530001,20260813,FGSC.45,IT,68.0123,59.71,8.3,삼성KODEX 200 Total Return 증권상장지수투자신탁[주식]
KR7278530001,20260813,FGSC.50,통신서비스,.8296,.66,.17,삼성KODEX 200 Total Return 증권상장지수투자신탁[주식]
KR7278530001,20260813,FGSC.55,유틸리티,.3971,.5,-.1,삼성KODEX 200 Total Return 증권상장지수투자신탁[주식]
KR7226980001,20260813,FGSC.10,에너지,2.1894,2,.19,삼성KODEX200중소형증권상장지수투자신탁[주식]
KR7226980001,20260813,FGSC.15,소재,13.4463,2.8,10.65,삼성KODEX200중소형증권상장지수투자신탁[주식]
KR7226980001,20260813,FGSC.20,산업재,27.5381,13.59,13.95,삼성KODEX200중소형증권상장지수투자신탁[주식]
KR7226980001,20260813,FGSC.25,경기소비재,18.2797,6.12,12.16,삼성KODEX200중소형증권상장지수투자신탁[주식]
KR7226980001,20260813,FGSC.30,필수소비재,10.4771,1.91,8.57,삼성KODEX200중소형증권상장지수투자신탁[주식]
KR7226980001,20260813,FGSC.35,의료,4.2161,5.15,-.94,삼성KODEX200중소형증권상장지수투자신탁[주식]
KR7226980001,20260813,FGSC.40,금융,10.9514,7.56,3.39,삼성KODEX200중소형증권상장지수투자신탁[주식]
KR7226980001,20260813,FGSC.45,IT,11.9988,59.71,-47.71,삼성KODEX200중소형증권상장지수투자신탁[주식]
KR7226980001,,FGSC.50,통신서비스,,,,
KR7226980001,20260813,FGSC.55,유틸리티,.9026,.5,.4,삼성KODEX200중소형증권상장지수투자신탁[주식]
KR7337160006,20260813,FGSC.10,에너지,1.8347,2,-.17,삼성KODEX 200ESG 증권상장지수투자신탁[주식]
KR7337160006,20260813,FGSC.15,소재,1.7984,2.8,-1,삼성KODEX 200ESG 증권상장지수투자신탁[주식]
KR7337160006,20260813,FGSC.20,산업재,8.1896,13.59,-5.4,삼성KODEX 200ESG 증권상장지수투자신탁[주식]
KR7337160006,20260813,FGSC.25,경기소비재,6.9201,6.12,.8,삼성KODEX 200ESG 증권상장지수투자신탁[주식]
KR7337160006,20260813,FGSC.30,필수소비재,.8227,1.91,-1.09,삼성KODEX 200ESG 증권상장지수투자신탁[주식]
KR7337160006,20260813,FGSC.35,의료,2.4545,5.15,-2.7,삼성KODEX 200ESG 증권상장지수투자신탁[주식]
