ISIN,기준일,순위,구성종목코드,구성종목명,주식수,비중,전일종가
KR70008T0003,20260813,6,051900,LG생활건강,204,7.09,303500
KR70008T0003,20260813,7,483650,달바글로벌,241,6.99,236000
KR70008T0003,20260813,8,090430,아모레퍼시픽,421,6.33,134500
KR70008T0003,20260813,9,251970,펌텍코리아,492,3.21,54800
KR70008T0003,20260813,10,123330,제닉,562,2.03,30150
KR7442090007,20260813,1,000660,에스케이하이닉스,216,11.89,1593000
KR7442090007,20260813,2,005935,삼성전자1우,1488,10.13,187800
KR7442090007,20260813,3,010060,OCI홀딩스,623,5.84,278000
KR7442090007,20260813,4,102710,이엔에프테크놀로지,2985,5.64,51600
KR7442090007,20260813,5,010950,S-OIL,1050,5.44,140900
KR7442090007,20260813,6,004430,송원산업,9924,4.41,11700
KR7442090007,20260813,7,018670,SK가스,517,4.37,228000
KR7442090007,20260813,8,006400,삼성SDI,214,3.8,487000
KR7442090007,20260813,9,064760,티씨케이,446,3.74,227000
KR7442090007,20260813,10,131290,티에스이,383,3.5,259000
KR7407820000,20260813,1,005935,삼성전자1우,323,10.2,187800
KR7407820000,20260813,2,035420,네이버,243,8.88,226500
KR7407820000,20260813,3,071050,한국투자금융지주,223,7.59,199700
KR7407820000,20260813,4,041830,인바디,620,7.09,66200
KR7407820000,20260813,5,111770,영원무역,461,6.66,84700
KR7407820000,20260813,6,161890,한국콜마,244,5.48,135200
KR7407820000,20260813,7,034730,SK,59,5.46,553000
KR7407820000,20260813,8,006260,LS,88,5.03,326000
KR7407820000,20260813,9,123330,제닉,817,4.51,30150
KR7407820000,20260813,10,000990,DB 하이텍,273,4.4,99700
KR7448100008,20260813,1,005930,삼성전자,3570,34.85,268000
KR7448100008,20260813,2,000660,에스케이하이닉스,424,24.36,1593000
KR7448100008,20260813,3,402340,SK스퀘어,69,2.7,1117000
KR7448100008,20260813,4,009150,삼성전기,42,2.14,1503000
KR7448100008,20260813,5,005380,현대자동차,103,1.61,418500
KR7448100008,20260813,6,105560,KB금융지주,230,1.46,168100
KR7448100008,20260813,7,055550,신한금융지주회사,312,1.24,106600
KR7448100008,20260813,8,012450,한화에어로스페이스,24,1.06,1185000
KR7448100008,20260813,9,034020,두산에너빌리티,328,1.01,80900
KR7448100008,20260813,10,028260,삼성물산,73,1,365000
KR7413930009,20260813,1,005930,삼성전자,1395,28.87,268000
KR7413930009,20260813,2,000660,에스케이하이닉스,156,19.01,1593000
KR7413930009,20260813,3,009150,삼성전기,36,3.89,1503000
KR7413930009,20260813,4,105560,KB금융지주,192,2.58,168100
KR7413930009,20260813,5,207940,삼성바이오로직스,20,2.51,1564000
KR7413930009,20260813,6,034730,SK,55,2.43,553000
KR7413930009,20260813,7,055550,신한금융지주회사,240,2.02,106600
KR7413930009,20260813,8,034020,두산에너빌리티,289,1.88,80900
KR7413930009,20260813,9,012450,한화에어로스페이스,18,1.69,1185000
KR7413930009,20260813,10,402340,SK스퀘어,20,1.66,1117000
KR70088N0002,20260813,1,039030,이오테크닉스,169,12.51,378500
KR70088N0002,20260813,2,218410,알에프에이치아이씨,1121,11.63,54300
KR70088N0002,20260813,3,120110,코오롱인더스트리,722,7.75,55700
KR70088N0002,20260813,4,131970,두산테스나,415,6.73,84000
KR70088N0002,20260813,5,249420,일동제약,1999,5.86,15220
KR70088N0002,20260813,6,095340,아이에스시,202,5.79,159800
KR70088N0002,20260813,7,089030,테크윙,607,5.64,49350
KR70088N0002,20260813,8,397030,에이프릴바이오,959,5.25,29150
KR70088N0002,20260813,9,004170,신세계,63,4.83,419500
KR70088N0002,20260813,10,166090,하나머티리얼즈,339,4.13,60000
KR70177A0009,20260813,1,034020,두산에너빌리티,1593,28.93,80900
KR70177A0009,20260813,2,000150,두산,87,24.67,1262000
KR70177A0009,20260813,3,454910,두산로보틱스,1291,22.28,78000
KR70177A0009,20260813,4,241560,두산밥캣,438,6.3,64900
KR70177A0009,20260813,5,131970,두산테스나,185,3.53,84000
KR70177A0009,20260813,6,336260,두산퓨얼셀보통주,400,3.24,38100
KR70177A0009,20260813,7,267270,에이치디건설기계,65,2.04,139500
KR70177A0009,20260813,8,271940,일진하이솔루스,765,1.86,11550
KR70177A0009,20260813,9,005690,파미셀,681,1.81,11920
KR70177A0009,20260813,10,052690,한국전력기술,80,1.79,99800
KR7474590007,20260813,1,005930,삼성전자,2001,24.62,268000
KR7474590007,20260813,2,000660,에스케이하이닉스,280,20.28,1593000
KR7474590007,20260813,3,039030,이오테크닉스,287,5.33,378500
KR7474590007,20260813,4,009150,삼성전기,73,4.69,1503000
KR7474590007,20260813,5,222800,심텍,918,4.62,105800
KR7474590007,20260813,6,402340,SK스퀘어,89,4.39,1117000
KR7474590007,20260813,7,420770,기가비스,730,4.14,117900
KR7474590007,20260813,8,085910,네오티스,3839,4.1,19840
KR7474590007,20260813,9,095610,테스,568,3.99,145000
KR7474590007,20260813,10,353200,대덕전자,768,3.97,113000
KR70203S0007,20260813,1,005380,현대자동차,264,50.01,418500
KR70203S0007,20260813,2,005930,삼성전자,423,49.99,268000
KR70154F0001,20260813,1,138040,메리츠금융지주,585,11.51,118600
KR70154F0001,20260813,2,086790,하나금융지주,540,11.42,131000
KR70154F0001,20260813,3,316140,우리금융지주,2059,11.24,33300
KR70154F0001,20260813,4,105560,KB금융지주,409,11.23,168100
KR70154F0001,20260813,5,055550,신한금융지주회사,640,10.99,106600
KR70154F0001,20260813,6,005940,NH투자증권,1990,9.4,28350
KR70154F0001,20260813,7,138930,BNK금융지주,3692,8.96,14850
KR70154F0001,20260813,8,071050,한국투자금융지주,270,8.95,199700
KR70154F0001,20260813,9,039490,키움증권,181,8.95,297000
KR70154F0001,20260813,10,006800,미래에셋증권,1215,7.34,38050
KR70226G0004,20260813,1,005930,삼성전자,576,24.08,268000
KR70226G0004,20260813,2,005380,현대자동차,311,20.84,418500
KR70226G0004,20260813,3,298040,효성중공업,10,4.73,3017000
KR70226G0004,20260813,4,108490,로보티즈,115,4.66,261000
KR70226G0004,20260813,5,058610,에스피지,244,4.48,112200
KR70226G0004,20260813,6,007340,디엔오토모티브,567,4.37,49450
KR70226G0004,20260813,7,420770,기가비스,217,4.18,117900
KR70226G0004,20260813,8,010120,엘에스일렉트릭,122,4.16,214000
KR70226G0004,20260813,9,009150,삼성전기,19,4.15,1503000
KR70226G0004,20260813,10,000660,에스케이하이닉스,14,3.45,1593000
KR7480460005,20260813,1,395400,에스케이위탁관리부동산투자회사,16432,20.18,5720
KR7480460005,20260813,2,334890,이지스밸류플러스위탁관리부동산투자회사,24474,19.67,3690
KR7480460005,20260813,3,088980,맥쿼리한국인프라투융자회사,9180,19.57,9610
KR7480460005,20260813,4,415640,케이비발해인프라투융자회사,2992,6.75,10470
KR7480460005,20260813,5,451800,한화위탁관리부동산투자회사,5433,6.29,5420
KR7480460005,20260813,6,357120,코람코라이프인프라위탁관리부동산투자회사,6425,6,4320
KR7480460005,20260813,7,330590,롯데위탁관리부동산투자회사,6243,5.15,3870
KR7480460005,20260813,8,365550,이에스알켄달스퀘어위탁관리부동산투자회사,6503,4.58,3145
KR7480460005,20260813,9,417310,코람코더원위탁관리부동산투자회사,1488,3.5,10920
KR7480460005,20260813,10,404990,신한서부티엔디위탁관리부동산투자회사,3571,3.16,4020
KR7108590001,20260813,1,005930,삼성전자,6905,34.33,268000
KR7108590001,20260813,2,000660,에스케이하이닉스,841,24.61,1593000
KR7108590001,20260813,3,402340,SK스퀘어,136,2.71,1117000
KR7108590001,20260813,4,009150,삼성전기,82,2.13,1503000
KR7108590001,20260813,5,005380,현대자동차,200,1.59,418500
KR7108590001,20260813,6,105560,KB금융지주,451,1.46,168100
KR7108590001,20260813,7,055550,신한금융지주회사,615,1.24,106600
KR7108590001,20260813,8,012450,한화에어로스페이스,49,1.1,1185000
KR7108590001,20260813,9,028260,삼성물산,144,1,365000
KR7108590001,20260813,10,034020,두산에너빌리티,635,.99,80900
KR7145850004,20260813,1,005930,삼성전자,4510,20.58,268000
KR7145850004,20260813,2,000660,에스케이하이닉스,151,4.06,1593000
KR7145850004,20260813,3,105560,KB금융지주,1277,3.79,168100
KR7145850004,20260813,4,086790,하나금융지주,1571,3.59,131000
KR7145850004,20260813,5,055550,신한금융지주회사,1856,3.44,106600
KR7145850004,20260813,6,005380,현대자동차,445,3.25,418500
KR7145850004,20260813,7,000270,기아,1306,3.16,137400
KR7145850004,20260813,8,316140,우리금융지주,4736,2.79,33300
KR7145850004,20260813,9,005490,포스코홀딩스,454,2.64,325500
KR7145850004,20260813,10,034730,SK,164,1.6,553000
KR7153270004,20260813,1,005930,삼성전자,1978,31.7,268000
KR7153270004,20260813,2,000660,에스케이하이닉스,287,27.08,1593000
KR7153270004,20260813,3,402340,SK스퀘어,46,2.95,1117000
KR7153270004,20260813,4,009150,삼성전기,28,2.34,1503000
KR7153270004,20260813,5,005380,현대자동차,69,1.77,418500
KR7153270004,20260813,6,105560,KB금융지주,154,1.6,168100
KR7153270004,20260813,7,055550,신한금융지주회사,208,1.35,106600
KR7153270004,20260813,8,012450,한화에어로스페이스,17,1.23,1185000
KR7153270004,20260813,9,034020,두산에너빌리티,219,1.1,80900
KR7153270004,20260813,10,028260,삼성물산,49,1.1,365000
KR7069660009,20260813,1,005930,삼성전자,6916,34.29,268000
KR7069660009,20260813,2,000660,에스케이하이닉스,842,24.58,1593000
KR7069660009,20260813,3,402340,SK스퀘어,136,2.7,1117000
KR7069660009,20260813,4,009150,삼성전기,83,2.15,1503000
KR7069660009,20260813,5,005380,현대자동차,202,1.61,418500
KR7069660009,20260813,6,105560,KB금융지주,451,1.45,168100
KR7069660009,20260813,7,055550,신한금융지주회사,611,1.23,106600
KR7069660009,20260813,8,012450,한화에어로스페이스,49,1.1,1185000
KR7069660009,20260813,9,034020,두산에너빌리티,643,1,80900
KR7069660009,20260813,10,028260,삼성물산,143,.99,365000
KR7294400007,20260813,1,005930,삼성전자,9068,34.14,268000
KR7294400007,20260813,2,000660,에스케이하이닉스,1105,24.49,1593000
KR7294400007,20260813,3,402340,SK스퀘어,180,2.72,1117000
KR7294400007,20260813,4,009150,삼성전기,109,2.14,1503000
KR7294400007,20260813,5,005380,현대자동차,266,1.61,418500
KR7294400007,20260813,6,105560,KB금융지주,595,1.46,168100
KR7294400007,20260813,7,055550,신한금융지주회사,805,1.23,106600
KR7294400007,20260813,8,012450,한화에어로스페이스,64,1.09,1185000
KR7294400007,20260813,9,034020,두산에너빌리티,847,1,80900
KR7294400007,20260813,10,028260,삼성물산,189,1,365000
KR7488200007,20260813,1,006400,삼성SDI,258,20.18,487000
KR7488200007,20260813,2,034020,두산에너빌리티,1441,18.64,80900
KR7488200007,20260813,3,066570,LG전자,522,17.24,206500
KR7488200007,20260813,4,267260,에이치디현대일렉트릭,116,14.61,785000
KR7488200007,20260813,5,051910,LG화학,226,10.03,275500
KR7488200007,20260813,6,003670,포스코퓨처엠,285,7.35,165900
KR7488200007,20260813,7,086520,에코프로,435,6.4,92100
KR7488200007,20260813,8,066970,엘앤에프,129,2.07,102600
KR7488200007,20260813,9,005850,에스엘,149,1.38,59000
KR7488200007,20260813,10,082920,비츠로셀,145,.8,33000
KR7488210006,20260813,1,000660,에스케이하이닉스,204,29.1,1593000
KR7488210006,20260813,2,095340,아이에스시,1057,14.96,159800
KR7488210006,20260813,3,064760,티씨케이,605,13.14,227000
KR7488210006,20260813,4,031980,피에스케이홀딩스,1166,11.96,105200
KR7488210006,20260813,5,093370,후성,5763,5.99,11960
KR7488210006,20260813,6,083450,글로벌스탠다드테크놀로지,990,4.78,50500
KR7488210006,20260813,7,074600,원익큐엔씨,1412,4.25,30200
KR7488210006,20260813,8,059090,미코,1795,3.29,19500
KR7488210006,20260813,9,052400,코나아이,782,3.22,41200
KR7488210006,20260813,10,253590,네오셈,2357,2.48,11030
KR7100910009,20260813,1,005930,삼성전자,6749,35.22,268000
KR7100910009,20260813,2,000660,에스케이하이닉스,822,25.25,1593000
KR7100910009,20260813,3,402340,SK스퀘어,133,2.78,1117000
KR7100910009,20260813,4,009150,삼성전기,81,2.21,1503000
KR7100910009,20260813,5,005380,현대자동차,197,1.65,418500
KR7100910009,20260813,6,105560,KB금융지주,441,1.5,168100
KR7100910009,20260813,7,055550,신한금융지주회사,596,1.26,106600
KR7100910009,20260813,8,012450,한화에어로스페이스,47,1.11,1185000
KR7100910009,20260813,9,034020,두산에너빌리티,627,1.03,80900
KR7100910009,20260813,10,028260,삼성물산,140,1.02,365000
KR7104520002,20260813,1,090430,아모레퍼시픽,354,3.22,134500
KR7104520002,20260813,2,207940,삼성바이오로직스,31,3.22,1564000
KR7104520002,20260813,3,068270,셀트리온,233,3.16,202000
KR7104520002,20260813,4,096770,SK이노베이션,375,3.08,121700
KR7104520002,20260813,5,012450,한화에어로스페이스,39,3.03,1185000
KR7104520002,20260813,6,011200,에이치엠엠,2082,2.98,21050
KR7104520002,20260813,7,003230,삼양식품,36,2.91,1219000
KR7104520002,20260813,8,138040,메리츠금융지주,363,2.9,118600
KR7104520002,20260813,9,105560,KB금융지주,256,2.85,168100
KR7104520002,20260813,10,029780,삼성카드,874,2.76,46900
KR70183V0006,20260813,1,000660,에스케이하이닉스,190,50.03,1593000
KR70183V0006,20260813,2,005930,삼성전자,1117,49.97,268000
KR7483020004,20260813,1,068270,셀트리온,586,23.57,202000
KR7483020004,20260813,2,207940,삼성바이오로직스,76,23.45,1564000
KR7483020004,20260813,3,326030,SK바이오팜,1100,19.32,87600
KR7483020004,20260813,4,328130,루닛,2475,5.29,10520
KR7483020004,20260813,5,458870,씨어스,991,5.01,24200
KR7483020004,20260813,6,085660,차바이오텍,2119,4.08,9490
KR7483020004,20260813,7,069620,대웅제약,159,3.95,123300
KR7483020004,20260813,8,475960,토모큐브,352,2.73,38950
KR7483020004,20260813,9,468530,프로티나,302,1.77,34450
KR7483020004,20260813,10,108860,셀바스에이아이,835,1.76,10160
KR7104530001,20260813,1,381970,케이카,10398,9.15,7710
KR7104530001,20260813,2,017800,현대엘리베이터,1136,9.15,71900
KR7104530001,20260813,3,002960,한국쉘석유,115,6.71,506000
KR7104530001,20260813,4,030000,제일기획,2801,6.01,18710
KR7104530001,20260813,5,300720,한일시멘트(신설),3427,5.73,14540
KR7104530001,20260813,6,215200,메가스터디교육,1348,5.7,37050
KR7104530001,20260813,7,031210,서울보증보험,1134,5.69,43700
KR7104530001,20260813,8,029780,삼성카드,982,5.25,46900
KR7104530001,20260813,9,005830,디비손해보험,290,5.24,166600
KR7104530001,20260813,10,214320,이노션,2332,5.1,19060
KR7496090002,20260813,1,000660,에스케이하이닉스,184,17.83,1593000
KR7496090002,20260813,2,005930,삼성전자,1020,16.79,268000
KR7496090002,20260813,3,402340,SK스퀘어,123,8.12,1117000
KR7496090002,20260813,4,005380,현대자동차,183,4.83,418500
KR7496090002,20260813,5,105560,KB금융지주,406,4.34,168100
KR7496090002,20260813,6,055550,신한금융지주회사,549,3.67,106600
KR7496090002,20260813,7,012450,한화에어로스페이스,44,3.28,1185000
KR7496090002,20260813,8,000270,기아,328,2.87,137400
KR7496090002,20260813,9,086790,하나금융지주,335,2.76,131000
KR7496090002,20260813,10,012330,현대모비스,83,2.67,511000
KR7469790000,20260813,1,005930,삼성전자,4495,27.63,268000
KR7469790000,20260813,2,000660,에스케이하이닉스,611,22.11,1593000
KR7469790000,20260813,3,009150,삼성전기,402,12.91,1503000
KR7469790000,20260813,4,035720,카카오,6793,6.46,40100
KR7469790000,20260813,5,035420,네이버,1218,6.31,226500
KR7469790000,20260813,6,259960,크래프톤,1107,6.26,234500
KR7469790000,20260813,7,018260,삼성에스디에스,953,5.4,237000
KR7469790000,20260813,8,042700,한미반도체,1011,5.29,226000
KR7469790000,20260813,9,066570,LG전자,973,4.8,206500
KR7469790000,20260813,10,011070,LG이노텍,195,2.83,615000
KR7316670009,20260813,1,196170,알테오젠,44,9.54,317500
KR7316670009,20260813,2,086520,에코프로,81,5.05,92100
KR7316670009,20260813,3,247540,에코프로비엠,45,3.52,114500
KR7316670009,20260813,4,036930,주성엔지니어링,26,3.09,179300
KR7316670009,20260813,5,028300,에이치엘비,95,2.7,42750
KR7316670009,20260813,6,277810,레인보우로보틱스,7,2.34,497000
KR7316670009,20260813,7,087010,펩트론,18,2.29,196700
KR7316670009,20260813,8,240810,원익아이피에스,27,2.06,120000
KR7316670009,20260813,9,298380,에이비엘바이오,34,2.02,86800
KR7316670009,20260813,10,058470,리노공업,41,2,71300
KR70198A0004,20260813,1,KR7316670009,키움 KIWOOM 코스닥150증권상장지수투자신탁[주식],9691,17.43,7395
KR70198A0004,20260813,2,196170,알테오젠,101,7.86,317500
KR70198A0004,20260813,3,086520,에코프로,186,4.16,92100
KR70198A0004,20260813,4,247540,에코프로비엠,104,2.92,114500
KR70198A0004,20260813,5,036930,주성엔지니어링,60,2.56,179300
KR70198A0004,20260813,6,028300,에이치엘비,219,2.23,42750
KR70198A0004,20260813,7,277810,레인보우로보틱스,16,1.92,497000
KR70198A0004,20260813,8,087010,펩트론,41,1.87,196700
KR70198A0004,20260813,9,240810,원익아이피에스,62,1.69,120000
KR70198A0004,20260813,10,298380,에이비엘바이오,78,1.66,86800
KR70220A0006,20260813,1,005380,현대자동차,594,51.01,418500
KR70220A0006,20260813,2,000270,기아,1035,29.43,137400
KR70220A0006,20260813,3,012330,현대모비스,187,19.55,511000
KR7441800000,20260813,1,000660,에스케이하이닉스,63,17.39,1593000
KR7441800000,20260813,2,005930,삼성전자,304,14.26,268000
KR7441800000,20260813,3,003230,삼양식품,27,5.97,1219000
KR7441800000,20260813,4,005830,디비손해보험,179,5.22,166600
KR7441800000,20260813,5,138040,메리츠금융지주,200,4.37,118600
KR7441800000,20260813,6,105560,KB금융지주,140,4.27,168100
KR7441800000,20260813,7,316140,우리금융지주,598,3.62,33300
KR7441800000,20260813,8,071050,한국투자금융지주,90,3.31,199700
KR7441800000,20260813,9,039490,키움증권,60,3.29,297000
KR7441800000,20260813,10,017670,SK텔레콤,200,3.22,91100
KR7463050005,20260813,1,068270,셀트리온,453,13.38,202000
KR7463050005,20260813,2,196170,알테오젠,236,10.96,317500
KR7463050005,20260813,3,298380,에이비엘바이오,604,7.67,86800
KR7463050005,20260813,4,141080,리가켐 바이오사이언스,389,6.55,114400
KR7463050005,20260813,5,226950,올릭스,373,6.19,112500
KR7463050005,20260813,6,207940,삼성바이오로직스,24,5.44,1564000
KR7463050005,20260813,7,128940,한미약품,85,4.92,398500
KR7463050005,20260813,8,068760,셀트리온제약,633,4.12,44650
KR7463050005,20260813,9,237690,에스티팜,250,3.91,107600
KR7463050005,20260813,10,347850,디앤디파마텍,412,3.65,61700
KR7404120008,20260813,1,009830,한화솔루션,7154,10.44,36550
KR7404120008,20260813,2,006400,삼성SDI,459,9.11,487000
KR7404120008,20260813,3,005930,삼성전자,720,7.52,268000
KR7404120008,20260813,4,112610,씨에스윈드,4183,7.41,46900
KR7404120008,20260813,5,000660,에스케이하이닉스,110,6.76,1593000
KR7404120008,20260813,6,022100,포스코디엑스,5740,4.98,21800
KR7404120008,20260813,7,100090,에스케이오션플랜트,8000,4.66,14340
KR7404120008,20260813,8,336260,두산퓨얼셀보통주,3100,4.54,38100
KR7404120008,20260813,9,005380,현대자동차,263,4.4,418500
KR7404120008,20260813,10,009540,에이치디한국조선해양,275,4.28,371500
KR7385710009,20260813,1,006400,삼성SDI,263,11.62,487000
KR7385710009,20260813,2,196170,알테오젠,317,9.16,317500
KR7385710009,20260813,3,068270,셀트리온,481,8.84,202000
KR7385710009,20260813,4,036570,엔씨,394,8.84,243500
KR7385710009,20260813,5,035420,네이버,448,8.79,226500
KR7385710009,20260813,6,373220,엘지에너지솔루션,260,8.48,365500
KR7385710009,20260813,7,005490,포스코홀딩스,214,6.33,325500
KR7385710009,20260813,8,207940,삼성바이오로직스,40,5.64,1564000
KR7385710009,20260813,9,005930,삼성전자,200,4.65,268000
KR7385710009,20260813,10,259960,크래프톤,204,4.36,234500
KR7410870000,20260813,1,145020,휴젤,324,8.73,262500
KR7410870000,20260813,2,036570,엔씨,348,8.6,243500
KR7410870000,20260813,3,214450,파마리서치,202,8.27,425500
KR7410870000,20260813,4,257720,실리콘투,1267,5.75,40800
KR7410870000,20260813,5,003230,삼양식품,42,5.07,1219000
KR7410870000,20260813,6,259960,크래프톤,212,5,234500
KR7410870000,20260813,7,241710,코스메카코리아,401,4.96,124500
KR7410870000,20260813,8,263750,펄어비스,1566,4.96,31500
KR7410870000,20260813,9,041510,에스엠엔터테인먼트,575,4.35,71900
KR7410870000,20260813,10,352820,하이브,236,4.25,176400
KR7495060006,20260813,1,005930,삼성전자,1187,22.16,268000
KR7495060006,20260813,2,000660,에스케이하이닉스,135,14.84,1593000
KR7495060006,20260813,3,402340,SK스퀘어,75,5.61,1117000
KR7495060006,20260813,4,012450,한화에어로스페이스,60,5.07,1185000
KR7495060006,20260813,5,055550,신한금융지주회사,664,5.04,106600
KR7495060006,20260813,6,105560,KB금융지주,389,4.72,168100
KR7495060006,20260813,7,006260,LS,186,4.58,326000
KR7495060006,20260813,8,086790,하나금융지주,395,3.69,131000
KR7495060006,20260813,9,005380,현대자동차,117,3.5,418500
KR7495060006,20260813,10,267270,에이치디건설기계,247,2.5,139500
KR70162Y0008,20260813,1,196170,알테오젠,83,6.97,317500
KR70162Y0008,20260813,2,036930,주성엔지니어링,123,5.66,179300
KR70162Y0008,20260813,3,119850,지엔씨에너지,375,4.78,55400
KR70162Y0008,20260813,4,095610,테스,119,4.59,145000
KR70162Y0008,20260813,5,222800,심텍,149,4.12,105800
KR70162Y0008,20260813,6,277810,레인보우로보틱스,28,3.63,497000
KR70162Y0008,20260813,7,080220,제주반도체,139,3.2,88300
KR70162Y0008,20260813,8,058610,에스피지,100,2.97,112200
KR70162Y0008,20260813,9,059090,미코,521,2.66,19500
KR70162Y0008,20260813,10,086520,에코프로,107,2.58,92100
KR7385720008,20260813,1,005930,삼성전자,2600,27.59,268000
KR7385720008,20260813,2,000660,에스케이하이닉스,340,21.24,1593000
KR7385720008,20260813,3,003230,삼양식품,90,4.5,1219000
KR7385720008,20260813,4,006400,삼성SDI,213,4.3,487000
KR7385720008,20260813,5,105560,KB금융지주,590,4.07,168100
KR7385720008,20260813,6,278470,에이피알,191,3.15,399500
KR7385720008,20260813,7,402340,SK스퀘어,54,2.3,1117000
KR7385720008,20260813,8,009150,삼성전기,37,2.05,1503000
KR7385720008,20260813,9,071050,한국투자금융지주,190,1.58,199700
KR7385720008,20260813,10,373220,엘지에너지솔루션,100,1.49,365500
KR7472720002,20260813,1,000660,에스케이하이닉스,48,14.58,1593000
KR7472720002,20260813,2,005930,삼성전자,130,6.71,268000
KR7472720002,20260813,3,006260,LS,76,5.17,326000
KR7472720002,20260813,4,000150,두산,20,5.06,1262000
KR7472720002,20260813,5,105560,KB금융지주,140,4.69,168100
KR7472720002,20260813,6,005940,NH투자증권,800,4.61,28350
KR7472720002,20260813,7,082920,비츠로셀,494,3.41,33000
KR7472720002,20260813,8,039490,키움증권,55,3.32,297000
KR7472720002,20260813,9,055550,신한금융지주회사,150,3.14,106600
KR7472720002,20260813,10,010120,엘에스일렉트릭,70,2.95,214000
KR7496130006,20260813,1,005930,삼성전자,463,24.26,268000
KR7496130006,20260813,2,000660,에스케이하이닉스,53,16.35,1593000
KR7496130006,20260813,3,006260,LS,56,3.87,326000
KR7496130006,20260813,4,028260,삼성물산,48,3.52,365000
KR7496130006,20260813,5,105560,KB금융지주,103,3.51,168100
KR7496130006,20260813,6,016360,삼성증권,169,3.23,92500
KR7496130006,20260813,7,007070,지에스리테일,582,3.22,26750
KR7496130006,20260813,8,001040,씨제이,110,3.12,137600
KR7496130006,20260813,9,402340,SK스퀘어,14,2.94,1117000
KR7496130006,20260813,10,032830,삼성생명보험,47,2.92,291500
KR7451060008,20260813,1,005930,삼성전자,6722,34.21,268000
KR7451060008,20260813,2,000660,에스케이하이닉스,819,24.53,1593000
KR7451060008,20260813,3,402340,SK스퀘어,133,2.71,1117000
KR7451060008,20260813,4,009150,삼성전기,80,2.13,1503000
KR7451060008,20260813,5,005380,현대자동차,197,1.61,418500
KR7451060008,20260813,6,105560,KB금융지주,439,1.45,168100
KR7451060008,20260813,7,055550,신한금융지주회사,594,1.23,106600
KR7451060008,20260813,8,012450,한화에어로스페이스,47,1.08,1185000
KR7451060008,20260813,9,034020,두산에너빌리티,625,1,80900
KR7451060008,20260813,10,028260,삼성물산,139,.99,365000
KR70182S0002,20260813,1,005930,삼성전자,585,50.1,268000
KR70182S0002,20260813,2,000660,에스케이하이닉스,99,49.9,1593000
KR70103T0007,20260813,1,035420,네이버,518,24.71,226500
KR70103T0007,20260813,2,035720,카카오,2783,24.36,40100
KR70103T0007,20260813,3,018260,삼성에스디에스,327,17.04,237000
KR70103T0007,20260813,4,064400,엘지씨엔에스,402,6.88,78400
KR70103T0007,20260813,5,307950,현대오토에버,57,5.46,449000
KR70103T0007,20260813,6,181710,엔에이치엔,251,3.41,66700
KR70103T0007,20260813,7,304100,솔트룩스,647,2.53,17050
KR70103T0007,20260813,8,300080,플리토,1334,2.53,8470
KR70103T0007,20260813,9,064260,다날,2003,2.19,5020
KR70103T0007,20260813,10,030520,한컴,506,2.09,18310
KR7495330003,20260813,1,000660,에스케이하이닉스,367,17.85,1593000
KR7495330003,20260813,2,005930,삼성전자,2038,16.84,268000
KR7495330003,20260813,3,402340,SK스퀘어,245,8.12,1117000
KR7495330003,20260813,4,005380,현대자동차,363,4.81,418500
KR7495330003,20260813,5,105560,KB금융지주,811,4.35,168100
KR7495330003,20260813,6,055550,신한금융지주회사,1097,3.68,106600
KR7495330003,20260813,7,012450,한화에어로스페이스,87,3.25,1185000
KR7495330003,20260813,8,000270,기아,651,2.86,137400
KR7495330003,20260813,9,086790,하나금융지주,664,2.75,131000
KR7495330003,20260813,10,012330,현대모비스,166,2.68,511000
KR70206G0008,20260813,1,005380,현대자동차,255,50.07,418500
KR70206G0008,20260813,2,000270,기아,768,49.93,137400
KR7332500008,20260813,1,005930,삼성전자,9260,34.29,268000
KR7332500008,20260813,2,000660,에스케이하이닉스,1128,24.59,1593000
KR7332500008,20260813,3,402340,SK스퀘어,183,2.72,1117000
KR7332500008,20260813,4,009150,삼성전기,111,2.15,1503000
KR7332500008,20260813,5,005380,현대자동차,271,1.61,418500
KR7332500008,20260813,6,105560,KB금융지주,604,1.45,168100
KR7332500008,20260813,7,055550,신한금융지주회사,809,1.22,106600
KR7332500008,20260813,8,012450,한화에어로스페이스,65,1.09,1185000
KR7332500008,20260813,9,034020,두산에너빌리티,860,1,80900
KR7332500008,20260813,10,028260,삼성물산,192,.99,365000
KR7105190003,20260813,1,005930,삼성전자,6850,34.31,268000
KR7105190003,20260813,2,000660,에스케이하이닉스,834,24.59,1593000
KR7105190003,20260813,3,402340,SK스퀘어,135,2.71,1117000
KR7105190003,20260813,4,009150,삼성전기,82,2.15,1503000
KR7105190003,20260813,5,005380,현대자동차,200,1.61,418500
KR7105190003,20260813,6,105560,KB금융지주,447,1.45,168100
KR7105190003,20260813,7,055550,신한금융지주회사,600,1.22,106600
KR7105190003,20260813,8,012450,한화에어로스페이스,48,1.09,1185000
KR7105190003,20260813,9,034020,두산에너빌리티,637,1,80900
KR7105190003,20260813,10,028260,삼성물산,142,1,365000
KR7385600002,20260813,1,006400,삼성SDI,223,9.16,487000
KR7385600002,20260813,2,373220,엘지에너지솔루션,289,8.77,365500
KR7385600002,20260813,3,005490,포스코홀딩스,310,8.53,325500
KR7385600002,20260813,4,066570,LG전자,491,8.52,206500
KR7385600002,20260813,5,051910,LG화학,351,8.18,275500
KR7385600002,20260813,6,000270,기아,711,8.16,137400
